Hospital,admission_day,concurrent_admissions,signal
"and Carpenter Thomas Leblanc,",2022-04-26,1,normal
"and Carpenter Vasquez Leach,",2022-01-19,1,normal
"and Carpenter, Hernandez Chang",2022-12-24,1,normal
"and Carr Fleming Edwards,",2023-02-27,2,normal
"and Carr Mccarthy, Williams",2020-04-19,1,normal
"and Carr Walker Stout,",2022-06-22,1,normal
"and Carr, Mendoza Bradley",2024-03-04,1,normal
"and Carrillo Carroll, Watson",2023-08-15,1,normal
"and Carrillo Matthews, Rodriguez",2021-01-19,1,normal
"and Carroll Campos, Johnson",2021-06-06,1,normal
"and Carroll Hartman, Huang",2020-07-14,1,normal
"and Carroll Mckinney Griffin,",2022-06-04,1,normal
"and Carroll Miller, White",2023-09-28,1,normal
"and Carroll Orr Kelly,",2024-01-03,1,normal
and Carroll Sons,2020-10-01,1,normal
and Carroll Sons,2024-04-01,1,normal
"and Carroll, Cox Morales",2020-08-17,1,normal
"and Carroll, Sullivan Evans",2021-01-31,1,normal
"and Carter Alvarado Cordova,",2023-11-30,1,normal
"and Carter Campos, Dixon",2021-10-29,1,normal
"and Carter Collier, Martinez",2021-11-25,1,normal
"and Carter Davenport Payne,",2023-07-25,2,normal
"and Carter Gregory, Porter",2022-10-06,1,normal
"and Carter Hughes, Hooper",2019-12-14,1,normal
"and Carter Hunter, Thomas",2023-07-28,1,normal
"and Carter Little Smith,",2021-07-01,1,normal
"and Carter Nolan Bates,",2022-09-27,1,normal
and Carter Sons,2020-07-14,1,normal
and Carter Sons,2021-03-02,1,normal
and Carter Sons,2023-08-15,1,normal
"and Carter Werner, Mcknight",2020-01-29,2,normal
"and Carter, Copeland Santos",2022-01-16,1,normal
"and Carter, Mitchell Mendoza",2023-10-05,2,normal
"and Case Mccann Davis,",2021-05-13,1,normal
"and Case Osborn, Cook",2022-07-05,1,normal
"and Case, Macdonald Houston",2021-08-14,1,normal
"and Case, West Rodriguez",2021-07-19,1,normal
and Casey Sons,2021-10-13,1,normal
"and Castaneda Benson Knox,",2020-11-21,1,normal
"and Castaneda Miller Mitchell,",2020-04-14,1,normal
"and Castaneda Moon Cooper,",2022-04-29,1,normal
"and Castaneda Romero Powell,",2019-12-15,1,normal
"and Castaneda, Mccarty Patterson",2024-03-01,1,normal
"and Castillo Bell Chavez,",2023-07-31,1,normal
"and Castillo Chavez, Hayden",2021-06-23,1,normal
"and Castillo Golden Hall,",2019-10-30,1,normal
and Castillo Sons,2020-09-22,1,normal
"and Castillo, Gibson Smith",2019-05-29,1,normal
"and Castillo, Hale Hart",2020-01-28,1,normal
"and Castillo, Mayer Reyes",2021-11-04,1,normal
"and Castro Bowman Gonzalez,",2022-06-29,1,normal
"and Castro Davis Carter,",2023-05-14,1,normal
"and Castro Shannon, Estrada",2021-06-13,1,normal
"and Castro, Jones Mendoza",2020-07-20,1,normal
"and Cervantes Harper, Thomas",2020-03-01,2,normal
"and Cervantes Woodward, Harris",2023-04-19,1,normal
"and Cervantes, Ford Weiss",2020-06-27,1,normal
"and Cervantes, Rodriguez Lynch",2022-03-20,1,normal
"and Chambers Ball, Taylor",2019-05-09,2,normal
"and Chambers, Lopez Sloan",2022-03-20,2,normal
"and Chan, Thompson Walls",2019-06-05,1,normal
"and Chandler Ramos Sweeney,",2022-11-19,2,normal
"and Chandler, Conner Miller",2022-07-24,1,normal
"and Chandler, Rice Leach",2022-10-09,1,normal
"and Chandler, Smith Adkins",2021-10-11,1,normal
"and Chaney, Krueger Arellano",2021-07-22,2,normal
"and Chang Rollins Perry,",2022-01-30,1,normal
"and Chang Serrano Quinn,",2021-07-17,1,normal
"and Chang, Franklin Conway",2024-01-15,1,normal
"and Chapman Farrell Wallace,",2023-06-24,1,normal
"and Chapman Floyd Kelley,",2022-02-17,1,normal
"and Chapman Lara Stewart,",2021-01-22,1,normal
"and Chapman Payne, Werner",2024-02-17,1,normal
"and Chase Mcknight, Campbell",2023-10-10,1,normal
"and Chavez Everett, Howard",2019-12-03,1,normal
"and Chavez Freeman, Smith",2023-10-31,1,normal
"and Chavez Price, Porter",2022-03-03,1,normal
"and Chavez Sanders, Gomez",2023-10-19,1,normal
and Chavez Sons,2020-04-23,1,normal
and Chavez Sons,2023-03-26,2,normal
"and Chavez Villa Atkins,",2019-08-06,1,normal
"and Chavez, Knight Fisher",2021-12-23,1,normal
"and Chavez, Martinez Romero",2020-07-04,1,normal
"and Chavez, Strickland Martin",2023-10-19,1,normal
"and Chen Garrett, Hodges",2022-08-23,1,normal
"and Chen Martinez Williams,",2023-03-30,1,normal
and Chen Sons,2020-09-27,1,normal
and Chen Sons,2021-09-15,1,normal
and Chen Sons,2021-12-25,1,normal
"and Chen, Wells Williams",2021-11-07,1,normal
"and Cherry Matthews Garcia,",2021-02-20,2,normal
"and Cherry Pham Kramer,",2023-01-21,1,normal
"and Choi, Campbell Jackson",2022-04-08,1,normal
"and Christensen Clark Johnson,",2021-01-03,1,normal
"and Christian Adkins, Wall",2023-04-15,1,normal
"and Christian Evans Schwartz,",2023-12-10,1,normal
"and Christian Thompson Lewis,",2019-07-08,1,normal
"and Chung Garza Rodriguez,",2022-06-21,1,normal
"and Chung Lozano, Brown",2022-01-01,2,normal
"and Chung, Lucas Lucas",2023-11-28,1,normal
"and Church Anderson May,",2023-05-03,1,normal
"and Cisneros Jackson, Kelly",2023-05-23,1,normal
"and Cisneros Wilson Patton,",2021-05-07,1,normal
"and Clark Dunn Sanders,",2023-06-01,1,normal
"and Clark Gray Carroll,",2020-02-25,1,normal
"and Clark Johnson, Matthews",2021-01-21,1,normal
"and Clark Maddox Hamilton,",2020-08-19,1,normal
"and Clark Moreno, Nolan",2021-10-04,1,normal
"and Clark Murray Watson,",2023-12-20,2,normal
"and Clark Preston, Mcdonald",2020-12-20,1,normal
"and Clark Rivera, Morgan",2019-11-23,1,normal
"and Clark Ruiz Kent,",2020-09-15,1,normal
"and Clark Simmons, Ford",2022-02-25,1,normal
"and Clark Watts, Sanchez",2023-09-03,1,normal
"and Clark, Carter Rodriguez",2021-08-12,2,normal
"and Clark, Curry Sweeney",2020-10-25,1,normal
"and Clark, Frazier Gonzalez",2021-06-26,1,normal
"and Clark, Mercado Stark",2024-04-27,1,normal
"and Clark, Silva Patterson",2021-09-22,1,normal
"and Clark, Sweeney Watkins",2019-07-29,1,normal
"and Clay, Martinez Thompson",2020-11-29,1,normal
"and Clay, Morton Cunningham",2021-07-28,1,normal
"and Clay, Rios Sims",2022-09-07,1,normal
"and Clayton Walker, Hamilton",2023-11-02,1,normal
"and Cline Willis, Berry",2020-09-26,1,normal
"and Cobb, Farmer Hernandez",2020-04-14,1,normal
"and Cobb, Russell Jenkins",2019-09-26,1,normal
"and Cochran Crawford, Best",2022-07-24,1,normal
and Coffey Sons,2023-11-19,1,normal
"and Cohen Fisher, Adams",2021-07-09,1,normal
"and Cohen Jones, Barnes",2021-04-26,1,normal
"and Cohen Nelson, Davidson",2022-03-11,1,normal
"and Cole Fields, Brennan",2022-04-30,1,normal
"and Cole Green Moore,",2022-12-12,1,normal
"and Cole Montoya Miller,",2022-10-02,2,normal
"and Cole Simmons Sanders,",2022-12-17,1,normal
and Cole Sons,2020-12-17,1,normal
"and Coleman Ballard, Taylor",2020-06-29,1,normal
"and Coleman Elliott Gonzalez,",2020-11-16,1,normal
"and Coleman Garrett Johnson,",2019-06-04,1,normal
"and Coleman Jones Thomas,",2020-04-27,1,normal
"and Coleman Lee, Rivera",2024-02-04,2,normal
"and Coleman Pace West,",2023-01-20,1,normal
and Coleman Sons,2019-07-27,2,normal
and Coleman Sons,2022-11-02,1,normal
"and Coleman, Guerrero Nguyen",2021-02-13,1,normal
"and Coleman, Perry Owen",2023-07-01,2,normal
"and Coleman, Ray Ortega",2022-03-04,1,normal
"and Collins Mcdaniel Morgan,",2023-02-12,2,normal
"and Collins Raymond Rivera,",2020-09-06,1,normal
"and Collins Smith Mason,",2019-05-12,1,normal
"and Collins Stout Carr,",2020-06-27,1,normal
"and Collins, Avery Watson",2020-05-09,1,normal
"and Colon Blair Mitchell,",2021-06-28,1,normal
"and Colon, Hamilton Hall",2020-12-03,1,normal
"and Combs Potter Cooper,",2022-05-05,1,normal
"and Compton Macdonald, Duran",2021-12-23,1,normal
"and Compton Stein Rose,",2023-04-26,1,normal
and Conley Sons,2020-01-30,1,normal
"and Conley, Greene Grant",2023-07-21,1,normal
"and Conley, Shields Suarez",2020-02-06,1,normal
"and Conner Burke Gibson,",2019-08-24,1,normal
"and Conner Shah Ponce,",2023-12-31,1,normal
and Conner Sons,2020-12-03,1,normal
"and Conner, Zimmerman Collins",2021-02-23,1,normal
"and Conrad Boyd, Burnett",2022-11-25,1,normal
"and Conrad Ponce Washington,",2022-08-06,1,normal
"and Conrad, Charles Lowery",2019-07-30,1,normal
"and Contreras Lewis, Flores",2023-03-29,1,normal
"and Contreras Miller Webster,",2021-08-13,1,normal
"and Contreras Santiago Fowler,",2022-04-02,1,normal
"and Contreras, Harvey Jimenez",2023-05-01,1,normal
"and Conway Cruz, Hayes",2020-08-12,1,normal
"and Conway George, Huff",2023-08-26,1,normal
"and Cook Andrews, Jordan",2019-12-12,1,normal
"and Cook Brown Gilmore,",2019-06-01,1,normal
"and Cook Case Kim,",2020-06-01,1,normal
"and Cook Medina Perkins,",2021-06-20,1,normal
"and Cook Riley, Thomas",2021-06-14,1,normal
and Cook Sons,2022-03-30,1,normal
and Cook Sons,2023-03-27,1,normal
and Cook Sons,2024-01-05,1,normal
"and Cook Thomas Parker,",2020-08-09,1,normal
"and Cook Walsh Willis,",2019-12-03,1,normal
"and Cook, Elliott Phillips",2021-03-01,1,normal
"and Cooper Coleman, Hall",2020-06-18,1,normal
"and Cooper Diaz Perez,",2022-08-04,1,normal
"and Cooper Dunn Moore,",2019-08-18,1,normal
"and Cooper Hunt, White",2022-05-26,1,normal
"and Cooper Johnson, Johnston",2022-01-16,1,normal
"and Cooper Merritt Fletcher,",2021-06-03,1,normal
"and Cooper Miller Brooks,",2023-09-14,1,normal
"and Cooper Miller, Moreno",2022-07-14,1,normal
"and Cooper Potter, Landry",2021-01-26,1,normal
and Cooper Sons,2022-03-31,1,normal
and Cooper Sons,2023-08-21,1,normal
"and Cooper Soto Mccullough,",2022-05-05,2,normal
"and Cooper, Flores Barnett",2022-01-09,1,normal
"and Copeland Conway Decker,",2021-12-23,1,normal
"and Copeland Obrien, Pierce",2020-04-01,1,normal
"and Copeland Peterson, Cooper",2023-04-30,1,normal
"and Copeland Webster, Thomas",2021-01-27,1,normal
"and Copeland, Riley Henderson",2021-07-06,1,normal
"and Cordova Klein, Spence",2024-02-04,1,normal
"and Cordova Rollins Schmidt,",2023-06-27,1,normal
and Cordova Sons,2023-05-01,1,normal
"and Cortez Armstrong, Diaz",2021-05-24,1,normal
"and Cortez Hayes Wallace,",2022-12-30,2,normal
and Cortez Sons,2019-07-07,2,normal
"and Cortez Williams, Nguyen",2023-07-17,1,normal
"and Cox Ibarra Perry,",2022-10-13,1,normal
"and Cox Lynch, Mcconnell",2020-08-21,1,normal
"and Cox Martin Clark,",2023-05-27,1,normal
"and Cox, Lawrence Grimes",2019-08-31,2,normal
"and Cox, Ortiz Savage",2024-02-10,1,normal
"and Cox, Ward Valencia",2022-11-02,1,normal
"and Cox, Yoder Santos",2022-02-20,2,normal
"and Craig Carlson Gomez,",2019-10-30,1,normal
"and Craig Smith, Jackson",2024-02-19,2,normal
and Craig Sons,2023-02-19,1,normal
"and Craig, Cook Dorsey",2024-01-21,1,normal
"and Craig, Jones Gomez",2022-01-14,1,normal
"and Craig, Moyer Baker",2021-01-15,2,normal
"and Craig, Wallace Espinoza",2021-05-22,2,normal
and Crane Sons,2023-07-03,1,normal
"and Crawford Frazier, Taylor",2021-12-15,1,normal
"and Crawford Garcia, Acevedo",2022-09-12,1,normal
"and Crawford Morales White,",2019-10-30,1,normal
and Crawford Sons,2019-08-11,1,normal
and Crawford Sons,2021-10-01,1,normal
"and Crawford, Campbell Welch",2020-06-06,1,normal
"and Crawford, Davis Riggs",2022-04-21,1,normal
"and Crawford, Morgan Ryan",2023-09-19,2,normal
"and Crosby Carrillo Johnson,",2020-02-10,1,normal
"and Cross Abbott Dixon,",2023-12-08,1,normal
"and Cross Roberts Clay,",2023-01-29,2,normal
and Cross Sons,2020-09-21,1,normal
"and Cross, Horne Medina",2022-11-12,1,normal
"and Cross, Thomas Allen",2023-06-18,1,normal
"and Cruz Holt, Smith",2020-10-03,1,normal
"and Cruz Malone, Wood",2021-08-07,1,normal
"and Cruz Robinson Jones,",2020-05-06,1,normal
"and Cruz Robinson, Kelley",2022-12-19,1,normal
"and Cruz, Thompson Martinez",2019-08-06,1,normal
"and Cruz, Turner Johnson",2019-08-30,1,normal
"and Cuevas Johnson, Jackson",2021-01-10,1,normal
"and Cummings Clark Levine,",2019-06-16,1,normal
"and Cummings Hill Morris,",2022-04-10,2,normal
"and Cummings Rowe, Mathews",2024-02-05,1,normal
"and Cummings Thompson Weiss,",2023-06-08,1,normal
"and Cummings, Davis Pierce",2024-03-05,2,normal
"and Cunningham Bailey, Ramirez",2020-05-02,1,normal
"and Cunningham Boyd Torres,",2022-10-05,1,normal
"and Cunningham Fisher, Montgomery",2020-12-22,1,normal
"and Cunningham Martinez, Jones",2021-12-13,1,normal
"and Cunningham Norris, Adams",2020-05-21,1,normal
"and Cunningham Paul, Rodriguez",2020-02-06,2,normal
"and Cunningham, Miller Yates",2020-02-17,2,normal
"and Curry Reeves Martinez,",2022-07-06,1,normal
and Curry Sons,2022-01-17,2,normal
and Curry Sons,2024-02-24,1,normal
"and Curtis Jones, Skinner",2021-03-14,1,normal
"and Curtis Miranda, Edwards",2021-12-31,1,normal
"and Curtis, Robles Adkins",2023-08-06,1,normal
"and Dalton Mueller, Lopez",2020-12-08,1,normal
"and Dalton Ramirez, Moore",2023-06-14,1,normal
"and Dalton, Cooper Grant",2023-11-16,1,normal
"and Dalton, Martin Molina",2020-12-29,1,normal
"and Daniel Bryan Brown,",2020-07-25,1,normal
"and Daniel Jackson Burgess,",2020-09-06,1,normal
"and Daniels, Gray Bailey",2019-08-17,1,normal
"and Daugherty Nelson, Vasquez",2023-10-17,1,normal
"and Davenport Davis Hobbs,",2024-05-03,1,normal
"and Davenport Richard Duncan,",2022-09-30,1,normal
"and Davenport Riley, Edwards",2019-08-23,1,normal
"and Davenport, Olsen Flores",2021-02-15,1,normal
"and David, Rodriguez Scott",2023-06-08,1,normal
"and Davidson Lawson Clayton,",2024-01-09,1,normal
"and Davidson Wilcox Walter,",2022-06-24,1,normal
"and Davidson, Lopez Kim",2022-03-02,1,normal
"and Davies Ayala Park,",2021-09-22,1,normal
and Davies Sons,2019-09-16,1,normal
"and Davies Suarez Campos,",2023-09-12,1,normal
"and Davies, Wilson Ortiz",2023-01-25,1,normal
"and Davis Ball Lopez,",2021-10-13,1,normal
"and Davis Bates, Jones",2021-01-01,2,normal
"and Davis Bennett, Burgess",2023-11-12,1,normal
"and Davis Blankenship Mcdowell,",2022-10-01,1,normal
"and Davis Butler Simpson,",2022-02-12,1,normal
"and Davis Conner, Chen",2020-12-21,1,normal
"and Davis Davis Caldwell,",2022-12-28,1,normal
"and Davis Gonzalez, Smith",2022-11-09,1,normal
"and Davis Hickman Wells,",2023-05-06,1,normal
"and Davis Hoffman, Moore",2024-03-10,1,normal
"and Davis Johnson, Hart",2019-10-19,1,normal
"and Davis Jones Burns,",2022-05-24,1,normal
"and Davis Jones, Dunn",2021-11-12,1,normal
"and Davis Kelly, Clark",2021-09-09,1,normal
"and Davis Mason Lucas,",2022-08-29,1,normal
"and Davis Maxwell, Edwards",2021-06-05,1,normal
"and Davis Mcdonald Brown,",2021-04-07,1,normal
"and Davis Miller, Hartman",2022-10-22,1,normal
"and Davis Miller, Larson",2020-06-02,1,normal
"and Davis Moore Moore,",2021-09-21,1,normal
"and Davis Nelson Andrade,",2023-11-21,1,normal
"and Davis Perez, Valencia",2020-12-05,1,normal
"and Davis Powell, Rodriguez",2021-03-18,1,normal
"and Davis Reyes Khan,",2020-12-30,1,normal
"and Davis Richards, Frost",2023-12-31,1,normal
"and Davis Rivera, Pierce",2020-01-09,1,normal
"and Davis Robertson, Thompson",2019-12-05,1,normal
"and Davis Salinas Lowe,",2021-05-21,1,normal
"and Davis Shaw Chan,",2022-12-28,1,normal
and Davis Sons,2019-05-25,1,normal
and Davis Sons,2020-08-25,1,normal
and Davis Sons,2022-09-08,1,normal
"and Davis Torres Mercer,",2021-06-09,2,normal
"and Davis Webb, Ellis",2022-02-28,2,normal
"and Davis Williams Espinoza,",2023-05-31,1,normal
"and Davis Williams, Hill",2019-07-28,1,normal
"and Davis, Burnett Cook",2022-03-20,1,normal
"and Davis, Butler Daniel",2023-11-22,1,normal
"and Davis, Clark Higgins",2023-12-07,1,normal
"and Davis, Duran Thompson",2020-03-24,1,normal
"and Davis, Gonzalez Underwood",2022-09-12,1,normal
"and Davis, Grant Flores",2021-09-13,1,normal
"and Davis, Harris Banks",2023-10-23,1,normal
"and Davis, Holland Mathis",2021-01-29,1,normal
"and Davis, Johnson Mcintosh",2023-12-27,1,normal
"and Davis, Martin Hughes",2023-09-13,1,normal
"and Davis, Powell Santos",2024-05-02,1,normal
"and Davis, Rogers Banks",2023-01-13,1,normal
"and Davis, Saunders Smith",2019-08-17,2,normal
"and Davis, Serrano Merritt",2024-04-15,1,normal
"and Davis, Short Anderson",2024-04-09,1,normal
"and Davis, Smith Beard",2023-10-28,1,normal
"and Davis, Stark Shepard",2022-09-12,1,normal
"and Davis, Walker Archer",2024-03-23,1,normal
"and Davis, Young Chambers",2023-05-03,1,normal
"and Dawson Yoder, Page",2019-06-15,1,normal
"and Dawson, Payne Phillips",2024-05-07,1,normal
"and Day Herman Wiley,",2019-11-12,1,normal
"and Day, Lewis Coleman",2023-01-08,1,normal
"and Day, Rivera Lewis",2021-01-11,1,normal
"and Dean Benitez Drake,",2020-03-21,1,normal
"and Dean Brown, Phillips",2023-11-14,1,normal
and Dean Sons,2023-04-30,1,normal
"and Dean Wade, Walton",2022-11-08,1,normal
"and Decker Reed Harrison,",2023-03-28,1,normal
"and Decker Schmitt, Thompson",2022-03-07,2,normal
and Decker Sons,2020-02-06,1,normal
"and Decker, Warner Farmer",2023-11-23,1,normal
"and Delacruz Davis, Howard",2024-02-05,1,normal
"and Delacruz Spencer Newton,",2022-02-11,1,normal
"and Delacruz, Montes Knight",2023-05-02,1,normal
"and Deleon Moore Powers,",2022-11-13,1,normal
"and Deleon, Williams Turner",2024-05-03,1,normal
"and Delgado Allen, Wilson",2023-06-09,1,normal
"and Delgado Lopez, Daniels",2021-08-17,1,normal
"and Delgado Martinez Smith,",2023-07-03,1,normal
"and Delgado, Johnson Taylor",2021-03-16,1,normal
"and Dennis Gomez, Humphrey",2024-04-01,1,normal
"and Dennis Roberts Parker,",2021-07-01,1,normal
"and Dennis Rodriguez Sims,",2023-04-15,1,normal
"and Dennis Ross Hopkins,",2022-03-03,1,normal
"and Dennis Serrano, Davis",2023-10-31,1,normal
"and Dennis, Barnes Chaney",2019-11-10,1,normal
"and Dennis, Mcguire Johnston",2024-04-14,1,normal
"and Dennis, Stanley Meadows",2023-11-24,1,normal
"and Diaz Dawson, Mendoza",2022-01-29,1,normal
"and Diaz Hernandez, Sparks",2024-01-11,1,normal
"and Diaz Phillips Kim,",2022-07-26,1,normal
and Diaz Sons,2021-01-22,1,normal
and Diaz Sons,2022-09-22,1,normal
"and Diaz, Adams Stevens",2023-06-03,1,normal
"and Dickerson Good Neal,",2021-03-04,1,normal
"and Dickerson Terry Sandoval,",2019-06-09,1,normal
"and Dickerson, Morales Burton",2023-11-15,1,normal
"and Dickson Fletcher, Walker",2019-10-06,1,normal
"and Dickson Pratt Robinson,",2021-09-08,1,normal
"and Dixon Beltran Owens,",2024-01-31,1,normal
"and Dixon Bennett, Shaw",2024-05-02,1,normal
"and Dixon Fisher Porter,",2020-09-09,1,normal
"and Dixon Harris Ward,",2021-04-20,1,normal
and Dixon Sons,2019-06-26,1,normal
"and Dixon Taylor Hunter,",2022-12-24,2,normal
"and Dixon Williams, Torres",2023-09-03,1,normal
"and Dixon, Lucero Young",2020-11-25,1,normal
"and Dodson Yates Cook,",2021-07-21,1,normal
"and Dominguez Smith, White",2019-11-10,1,normal
and Dominguez Sons,2021-09-30,1,normal
and Dominguez Sons,2021-10-05,1,normal
and Dominguez Sons,2023-07-29,1,normal
and Dominguez Sons,2024-03-30,1,normal
"and Dominguez Williams Edwards,",2022-01-19,2,normal
"and Dominguez, Schmidt Carter",2024-02-03,2,normal
"and Donaldson Mccall, Benton",2023-02-04,2,normal
"and Donaldson Reed Quinn,",2022-06-26,1,normal
"and Donaldson Weber Taylor,",2024-04-13,1,normal
"and Donovan Caldwell Cunningham,",2019-12-13,1,normal
"and Donovan Jones Nguyen,",2020-05-26,1,normal
and Donovan Sons,2022-06-18,1,normal
"and Donovan, Sullivan Jones",2022-05-25,1,normal
"and Dorsey Brady Richards,",2023-12-02,2,normal
"and Dorsey, Cox Johnston",2022-07-18,2,normal
"and Dorsey, Noble Davis",2019-06-18,1,normal
"and Dougherty Sweeney White,",2021-04-09,1,normal
and Douglas Sons,2023-01-27,1,normal
"and Douglas, Dunn Warren",2021-03-26,1,normal
"and Douglas, Johnston Ramsey",2023-05-31,1,normal
"and Doyle Moore Garcia,",2020-10-09,2,normal
and Doyle Sons,2023-12-28,1,normal
"and Doyle Thomas Bean,",2021-11-20,1,normal
"and Drake Chapman, Harvey",2023-11-17,1,normal
"and Drake, Landry Garcia",2022-11-21,1,normal
"and Duarte Smith Richard,",2023-02-12,1,normal
"and Duarte, Robbins Benson",2021-02-09,1,normal
"and Dudley Zhang Meyer,",2019-07-12,1,normal
and Duke Sons,2020-04-07,1,normal
"and Duncan Gray Mata,",2019-11-09,1,normal
"and Duncan Larsen, Jackson",2021-01-09,1,normal
"and Duncan Williams Hopkins,",2020-05-09,1,normal
"and Dunlap, Wright Mays",2021-10-01,1,normal
and Dunn Sons,2021-03-13,1,normal
"and Dunn Tate, Graves",2023-09-10,1,normal
"and Dunn, Mathews Anthony",2021-10-24,1,normal
"and Dunn, Thompson Vaughan",2020-08-10,1,normal
"and Duran Castaneda Sanders,",2023-08-25,1,normal
"and Duran Garza Cruz,",2020-07-12,1,normal
and Duran Sons,2023-03-20,1,normal
"and Durham Jones, Flores",2022-09-23,1,normal
and Durham Sons,2022-11-09,1,normal
"and Dyer Gonzalez Harris,",2023-03-29,1,normal
"and Dyer Ramos Potter,",2022-09-23,1,normal
and Dyer Sons,2020-08-08,1,normal
"and Eaton Porter Miller,",2022-09-27,1,normal
"and Eaton Terry Oneill,",2020-08-13,1,normal
"and Eaton, Haynes Taylor",2020-05-11,1,normal
"and Eaton, Johnson Aguirre",2019-07-06,1,normal
"and Edwards Allen, Brown",2021-09-29,2,normal
"and Edwards Brown Hanson,",2021-09-27,1,normal
"and Edwards Brown Murphy,",2019-11-10,1,normal
"and Edwards Freeman, Moody",2019-05-26,1,normal
"and Edwards Gallagher Johnson,",2022-01-02,1,normal
"and Edwards Hernandez, James",2019-09-16,2,normal
"and Edwards Phillips, Jarvis",2023-04-01,1,normal
"and Edwards Sanchez, Becker",2021-06-15,1,normal
and Edwards Sons,2021-06-04,1,normal
and Edwards Sons,2021-12-28,1,normal
"and Edwards, Hancock Owens",2020-09-18,1,normal
"and Edwards, Howard Rivera",2019-09-15,1,normal
"and Edwards, Malone Brown",2023-08-10,1,normal
"and Edwards, Smith Dougherty",2021-11-02,1,normal
"and Edwards, Smith Johnson",2024-01-19,1,normal
"and Elliott Haas Reed,",2020-01-16,1,normal
"and Elliott Richardson Morgan,",2022-06-08,2,normal
"and Elliott Roman, Obrien",2021-07-09,1,normal
and Elliott Sons,2021-03-23,1,normal
and Elliott Sons,2023-05-06,2,normal
and Elliott Sons,2024-01-09,1,normal
"and Elliott, Rice Black",2020-12-15,2,normal
"and Elliott, Sawyer Cortez",2021-05-01,1,normal
"and Ellis Chandler, Carter",2020-08-11,1,normal
"and Ellis Hernandez Hunter,",2019-11-11,1,normal
"and Ellis Olson, Banks",2021-04-17,1,normal
"and Ellis Smith, Frazier",2023-04-01,1,normal
"and Ellis Stark Flores,",2023-10-01,1,normal
"and Ellis, Alvarez Harris",2022-05-20,1,normal
"and Ellis, Williamson Thomas",2021-08-12,2,normal
"and Ellison Carrillo, Jones",2020-06-08,1,normal
"and Ellison Edwards, Bailey",2022-04-01,1,normal
"and English Sanders, Wilcox",2024-01-19,2,normal
"and Erickson Cochran Cochran,",2020-02-12,1,normal
"and Erickson Meyers, Harrison",2019-06-01,1,normal
"and Erickson Mosley, Jones",2021-11-05,1,normal
"and Escobar Hamilton, Strickland",2022-05-12,1,normal
and Esparza Sons,2023-06-24,1,normal
"and Esparza, Stone Campbell",2021-05-31,1,normal
"and Espinoza Cook, Hawkins",2024-02-13,1,normal
"and Espinoza Shields Porter,",2022-04-04,1,normal
"and Estes Horne Freeman,",2020-03-09,1,normal
"and Estes, Newman Torres",2023-02-14,1,normal
"and Estrada Bell Watson,",2022-04-14,1,normal
"and Estrada Collier, Dyer",2022-09-24,1,normal
"and Estrada Harris Rogers,",2019-08-05,1,normal
"and Estrada, Carney Saunders",2022-11-11,1,normal
"and Estrada, Woods Long",2019-05-19,2,normal
"and Evans Good, Oneill",2022-01-28,1,normal
"and Evans Harris Schultz,",2022-06-25,1,normal
"and Evans Johnson Cardenas,",2024-01-22,1,normal
"and Evans Lynn, Hernandez",2022-09-08,1,normal
"and Evans Mason, Kelley",2022-11-08,1,normal
"and Evans Mcdonald, Willis",2021-01-01,1,normal
"and Evans Myers Miller,",2019-07-28,1,normal
"and Evans Ryan Hull,",2021-03-31,1,normal
and Evans Sons,2019-06-13,1,normal
and Evans Sons,2021-07-10,1,normal
and Evans Sons,2021-09-29,1,normal
and Evans Sons,2022-10-06,1,normal
"and Evans, Carlson Armstrong",2022-08-04,1,normal
"and Evans, Davis Rogers",2022-08-16,2,normal
"and Evans, Franklin Huffman",2019-09-17,1,normal
"and Evans, Mccann Thomas",2022-05-08,2,normal
"and Evans, Owens Miller",2021-01-03,1,normal
"and Evans, Steele Spencer",2023-10-11,2,normal
"and Evans, White Vasquez",2019-06-20,1,normal
"and Farley Ball, Myers",2020-11-03,1,normal
"and Farmer Jones Phillips,",2023-06-10,1,normal
"and Farmer, Harvey Alvarez",2021-10-13,1,normal
"and Farrell Matthews, Ward",2022-03-08,2,normal
and Farrell Sons,2020-04-05,1,normal
"and Ferguson Anderson Benjamin,",2023-02-23,1,normal
"and Ferguson Delgado Ramirez,",2021-12-27,1,normal
"and Ferguson Monroe Mccarty,",2022-02-09,1,normal
and Ferguson Sons,2023-03-29,1,normal
"and Ferguson Wilson, Martinez",2019-09-29,1,normal
"and Ferguson, Barry Brown",2019-10-25,1,normal
"and Ferguson, Smith Turner",2023-03-31,1,normal
"and Fernandez Fisher, Owen",2020-01-09,1,normal
"and Fernandez Gonzalez Cordova,",2022-11-14,1,normal
"and Fernandez Mack Bradford,",2020-10-15,2,normal
and Fernandez Sons,2020-09-27,1,normal
"and Fernandez, Ferguson Bird",2020-01-30,1,normal
"and Fernandez, Hanson Moore",2021-05-03,1,normal
"and Fernandez, Moore Anderson",2020-07-15,1,normal
"and Fernandez, Morales Jensen",2022-12-04,1,normal
"and Fernandez, Vazquez Armstrong",2019-08-12,1,normal
"and Fernandez, Wilson Morrison",2020-07-01,1,normal
and Ferrell Sons,2022-10-18,1,normal
"and Ferrell Wagner Carey,",2021-08-25,1,normal
"and Ferrell, Abbott Finley",2019-09-30,1,normal
"and Fields Mclean Taylor,",2020-01-20,1,normal
